SOURCE_NAME,RA_(J2000),DEC_(J2000),JD_OBS,JD_ERROR,YEAR_OBS,TOTAL_FLUX,ERROR_TOTFLUX,PEAK_FLUX,ERROR_PEAKFLUX,DIAMETER,ERROR_DIAMETER,FREQ_OBS,PAPER,RESOLUTION,OBSERVATION_NOTE
41.95+57.5,09 55 50.69,69 40 43.76,2439163.5,18.25,1966.5,550,150,550,150,,,2.7,BASH_1968,,
41.95+57.5,09 55 50.69,69 40 43.76,2440604.5,1.825,1970.05,600,100,600,100,,,1.43,KRONBERG_1975,2''.2 ,
41.95+57.5,09 55 50.69,69 40 43.76,2441173.5,1.825,1971.77,138,20,138,20,,,9.09,"KRONBERG_1975, KRONBERG_1978",2''-3'' ,
41.95+57.5,09 55 50.69,69 40 43.76,2441667.5,1.825,1972.96,550,50,550,50,,,1.67,KRONBERG_1975,2''.2 ,
41.95+57.5,09 55 50.69,69 40 43.76,2441871.5,18.25,1973.6,180,10,180,10,,,5,HARGRAVE_1974,2''-3'' ,
41.95+57.5,09 55 50.69,69 40 43.76,2441974.5,18.25,1973.8,190,20,190,20,,,0.408,KRONBERG_1975,2''.2 ,
41.95+57.5,09 55 50.69,69 40 43.76,2441974.5,18.25,1973.8,530,50,530,50,,,0.962,KRONBERG_1975,2''.2 ,
41.95+57.5,09 55 50.69,69 40 43.76,2442236.5,18.25,1974.6,130,20,130,20,,,7.85,GELDZAGLER_1977,,
41.95+57.5,09 55 50.69,69 40 43.76,2442450.5,18.25,1975.5,118,20,118,20,,,8.09,KRONBERG_1978,"2"". 2 ",
41.95+57.5,09 55 50.69,69 40 43.76,2443581.5,18.25,1978.2,284,24,284,24,,,1.48,KRONBERG_1981,1'' ,
41.95+57.5,09 55 50.69,69 40 43.76,2443581.5,18.25,1978.2,125,15,125,15,,,5,KRONBERG_1981,1'' ,
41.95+57.5,09 55 50.69,69 40 43.76,2443800.5,18.25,1978.8,269,20,289,20,,,1.67,OWEN_1980,,
41.95+57.5,09 55 50.69,69 40 43.76,2443995.5,18.25,1979.1,260,20,260,20,,,0.408,CONWAY_1979,,
41.95+57.5,09 55 50.69,69 40 43.76,2444276.5,182.5,1980,131,5,131,5,,,5,WILKINSON_1980,,
39.1+57.3,09 55 47.88,69 40 43.72,2444726.5,15,1981.1,5.2,0.23,4.3,0.22,,,4.87,KRONBERG_1985,0''.34,
39.3+54.0,09 55 48.06,69 40 40.51,2444726.5,15,1981.1,2.88,0.27,1.58,0.2,,,4.87,KRONBERG_1985,0''.34,
39.4+56.0,09 55 48.17,69 40 42.41,2444726.5,15,1981.1,1.28,0.25,1.28,0.2,,,4.87,KRONBERG_1985,0''.34,
39.7+55.0,09 55 48.45,69 40 41.9,2444726.5,15,1981.1,2.36,0.34,1.52,0.2,,,4.87,KRONBERG_1985,0''.34,
39.7+55.0,09 55 48.45,69 40 41.9,2444726.5,15,1981.1,,,2.75,0.43,,,15,KRONBERG_1985,0''.17,
40.1+55.0,09 55 48.9,69 40 41.27,2444726.5,15,1981.1,,,3.06,0.26,,,15,KRONBERG_1985,0''.17,
40.59+55.8,09 55 49.38,69 40 42.26,2444726.5,15,1981.1,1.92,0.39,1.4,0.2,,,4.87,KRONBERG_1985,0''.34,
40.67+55.1,09 55 49.44,69 40 41.26,2444726.5,15,1981.1,8.49,0.34,7.39,0.25,,,4.87,KRONBERG_1985,0''.34,
40.67+55.1,09 55 49.44,69 40 41.26,2444726.5,15,1981.1,,,3.97,0.35,,,15,KRONBERG_1985,0''.17,
41.0+58.0,09 55 49.71,69 40 45.05,2444726.5,15,1981.1,,,3.55,0.35,,,15,KRONBERG_1985,0''.17,
41.3+59.6,09 55 50.07,69 40 45.83,2444726.5,15,1981.1,3.16,1.2,3.28,0.38,,,4.87,KRONBERG_1985,0''.34,
41.5+59.0,09 55 50.2,69 40 45.93,2444726.5,15,1981.1,6.85,1.34,7.07,0.44,,,4.87,KRONBERG_1985,0''.34,
41.5+59.0,09 55 50.2,69 40 45.93,2444726.5,15,1981.1,,,2.65,0.28,,,15,KRONBERG_1985,0''.17,
41.95+57.5,09 55 50.69,69 40 43.76,2444726.5,15,1981.1,110.52,2.22,108.54,2.18,,,4.87,KRONBERG_1985,0''.34,
41.95+57.5,09 55 50.69,69 40 43.76,2444726.5,15,1981.1,,,38.03,0.49,,,15,KRONBERG_1985,0''.17,
42.2+59.0,09 55 50.95,69 40 45.2,2444726.5,15,1981.1,2.95,0.67,2.04,0.25,,,4.87,KRONBERG_1985,0''.34,
42.2+59.0,09 55 50.95,69 40 45.2,2444726.5,15,1981.1,,,2.63,0.78,,,15,KRONBERG_1985,0''.17,
42.6+60.0,09 55 51.36,69 40 46.18,2444726.5,15,1981.1,,,1.95,0.42,,,15,KRONBERG_1985,0''.17,
42.7+55.0,09 55 51.40,69 40 41.78,2444726.5,15,1981.1,1.87,0.36,1.75,0.2,,,4.87,KRONBERG_1985,0''.34,
43.2+58.0,09 55 51.92,69 40 44.46,2444726.5,15,1981.1,5.45,0.43,5.18,0.23,,,4.87,KRONBERG_1985,0''.34,
43.3+59.0,09 55 52.04,69 40 45.26,2444726.5,15,1981.1,11.19,0.43,10.92,0.3,,,4.87,KRONBERG_1985,0''.34,
43.3+59.0,09 55 52.04,69 40 45.26,2444726.5,15,1981.1,,,4.3,0.31,,,15,KRONBERG_1985,0''.17,
43.7+62.0,09 55 52.47,69 40 48.64,2444726.5,15,1981.1,3.73,0.69,1.95,0.25,,,4.87,KRONBERG_1985,0''.34,
43.8+61.0,09 55 52.55,69 40 48.04,2444726.5,15,1981.1,1.02,0.4,0.82,0.2,,,4.87,KRONBERG_1985,0''.34,
43.8+62.0,09 55 52.54,69 40 48.94,2444726.5,15,1981.1,3.31,0.5,1.74,0.2,,,4.87,KRONBERG_1985,0''.34,
44.0+59.0,09 55 52.73,69 40 45.63,2444726.5,15,1981.1,24.51,0.53,24.22,0.52,,,4.87,KRONBERG_1985,0''.34,
44.0+59.0,09 55 52.73,69 40 45.63,2444726.5,15,1981.1,,,14.41,0.32,,,15,KRONBERG_1985,0''.17,
44.3+59.0,09 55 53.00,69 40 45.32,2444726.5,15,1981.1,2.94,0.32,2.51,0.21,,,4.87,KRONBERG_1985,0''.34,
44.5+58.0,09 55 53.24,69 40 44.21,2444726.5,15,1981.1,2.47,0.4,2.1,0.2,,,4.87,KRONBERG_1985,0''.34,
44.9+61.0,09 55 53.63,69 40 47.20,2444726.5,15,1981.1,2.04,0.41,1.82,0.2,,,4.87,KRONBERG_1985,0''.34,
45.2+61.0,09 55 53.89,69 40 47.29,2444726.5,15,1981.1,7.96,0.26,7.52,0.25,,,4.87,KRONBERG_1985,0''.34,
45.2+61.0,09 55 53.89,69 40 47.29,2444726.5,15,1981.1,,,4.38,0.41,,,15,KRONBERG_1985,0''.17,
45.3+65.0,09 55 53.97,69 40 51.18,2444726.5,15,1981.1,1.19,0.4,1.29,0.2,,,4.87,KRONBERG_1985,0''.34,
45.4+67.0,09 55 54.15,69 40 53.38,2444726.5,15,1981.1,1.5,0.21,1.49,0.2,,,4.87,KRONBERG_1985,0''.34,
45.7+65.0,09 55 54.45,69 40 51.27,2444726.5,15,1981.1,3.63,0.53,2.55,0.21,,,4.87,KRONBERG_1985,0''.34,
45.9+63.0,09 55 54.62,69 40 49.86,2444726.5,15,1981.1,2.27,0.46,1.96,0.2,,,4.87,KRONBERG_1985,0''.34,
46.2+67.0,09 55 54.88,69 40 53.65,2444726.5,15,1981.1,3.32,0.34,1.74,0.2,,,4.87,KRONBERG_1985,0''.34,
46.5+63.0,09 55 55.22,69 40 49.84,2444726.5,15,1981.1,2.65,0.3,2.27,0.21,,,4.87,KRONBERG_1985,0''.34,
46.7+67.1,09 55 55.41,69 40 53.03,2444726.5,15,1981.1,2.2,0.35,1.52,0.2,,,4.87,KRONBERG_1985,0''.34,
39.1+57.3,09 55 47.88,69 40 43.72,2448818.5,15,1992,3.56,,0.59,,140,,5,MUXLOW_1994,0.2 arcsec,shell
40.59+55.8,09 55 49.38,69 40 42.26,2448818.5,15,1992,1.23,,0.53,,75x40,,5,MUXLOW_1994,0.2 arcsec,
40.67+55.1,09 55 49.44,69 40 41.26,2448818.5,15,1992,7.13,,0.54,,240,,5,MUXLOW_1994,0.2 arcsec,shell
41.3+59.6,09 55 50.07,69 40 45.83,2448818.5,15,1992,1.8,,0.43,,140,,5,MUXLOW_1994,0.2 arcsec,shell
41.95+57.5,09 55 50.69,69 40 43.76,2448818.5,15,1992,39.33,,34.56,,21x9,,5,MUXLOW_1994,0.2 arcsec,shell
42.21+59.0,09 55 50.95,69 40 45.2,2448818.5,15,1992,0.44,,0.25,,,,5,MUXLOW_1994,0.2 arcsec,
42.53+61.9,09 55 51.27,69 40 48.09,2448818.5,15,1992,0.82,,0.27,,110,,5,MUXLOW_1994,0.2 arcsec,shell
42.65+57.8,09 55 51.39,69 40 43.98,2448818.5,15,1992,0.83,,0.37,,,,5,MUXLOW_1994,0.2 arcsec,
42.66+55.5,09 55 51.39,69 40 41.68,2448818.5,15,1992,1.3,,0.33,,,,5,MUXLOW_1994,0.2 arcsec,
42.80+61.2,09 55 51.54,69 40 47.34,2448818.5,15,1992,0.88,,0.34,,100,,5,MUXLOW_1994,0.2 arcsec,part shell
43.18+58.3,09 55 51.91,69 40 44.46,2448818.5,15,1992,3.5,,0.98,,75,,5,MUXLOW_1994,0.2 arcsec,shell
43.31+59.2,09 55 52.04,69 40 45.36,2448818.5,15,1992,8.67,,5.61,,195,,5,MUXLOW_1994,0.2 arcsec,part shell
43.51+63.3,09 55 52.25,69 40 49.45,2448818.5,15,1992,0.35,,0.27,,,,5,MUXLOW_1994,0.2 arcsec,
43.55+60.0,09 55 52.28,69 40 46.15,2448818.5,15,1992,1.05,,0.27,,130,,5,MUXLOW_1994,0.2 arcsec,shell
44.01+59.6,09 55 52.74,69 40 45.73,2448818.5,15,1992,20.65,,11.44,,50x45,,5,MUXLOW_1994,0.2 arcsec,
44.28+59.3,09 55 53.00,69 40 45.42,2448818.5,15,1992,1.32,,0.4,,140,,5,MUXLOW_1994,0.2 arcsec,shell
44.51+58.2,09 55 53.23,69 40 44.41,2448818.5,15,1992,1.33,,0.32,,240,,5,MUXLOW_1994,0.2 arcsec,shell
45.24+65.2,09 55 53.96,69 40 51.29,2448818.5,15,1992,5.88,,0.23,,225,,5,MUXLOW_1994,0.2 arcsec,part shell
45.27+61.2,09 55 53.98,69 40 47.28,2448818.5,15,1992,1.03,,2.69,,220,,5,MUXLOW_1994,0.2 arcsec,part shell
45.42+67.4,09 55 54.14,69 40 53.48,2448818.5,15,1992,1.58,,0.24,,145,,5,MUXLOW_1994,0.2 arcsec,shell?
45.89+63.8,09 55 54.60,69 40 49.86,2448818.5,15,1992,0.74,,0.55,,70x30,,5,MUXLOW_1994,0.2 arcsec,
46.52+63.9,09 55 55.22,69 40 49.94,2448818.5,15,1992,1.62,,0.33,,250,,5,MUXLOW_1994,0.2 arcsec,part shell
46.70+67.1,09 55 55.41,69 40 53.03,2448818.5,15,1992,1.55,,0.27,,220,,5,MUXLOW_1994,0.2 arcsec,part shell
39.1+57.3,09 55 47.88,69 40 43.72,2449671.5,15,1994,9.1,2.3,9.1,2.3,,,0.408,WILLS_1997,0.5 arcsec,
39.4+56.1,09 55 48.17,69 40 42.42,2449671.5,15,1994,4.3,1.7,4.3,1.7,,,0.408,WILLS_1997,0.5 arcsec,
39.64+53.4,09 55 47.88,69 40 43.72,2449671.5,15,1994,2.6,1.3,2.6,1.3,,,0.408,WILLS_1997,0.5 arcsec,
39.77+56.9,09 55 48.54,69 40 43.19,2449671.5,15,1994,2.7,1.3,2.7,1.3,,,0.408,WILLS_1997,0.5 arcsec,
40.32+55.1,09 55 49.01,69 40 41.37,2449671.5,15,1994,3.9,2.2,3.9,2.2,,,0.408,WILLS_1997,0.5 arcsec,
40.67+55.1,09 55 49.44,69 40 41.26,2449671.5,15,1994,10.9,1.6,10.9,1.6,,,0.408,WILLS_1997,0.5 arcsec,
41.95+57.5,09 55 50.69,69 40 43.76,2449671.5,15,1994,103,6.7,103,6.7,,,0.408,WILLS_1997,0.5 arcsec,
42.53+61.9,09 55 51.27,69 40 48.09,2449671.5,15,1994,11.1,2.4,11.1,2.4,,,0.408,WILLS_1997,0.5 arcsec,
42.66+55.5,09 55 51.39,69 40 41.68,2449671.5,15,1994,2.7,1.6,2.7,1.6,,,0.408,WILLS_1997,0.5 arcsec,
43.18+58.3,09 55 51.91,69 40 44.46,2449671.5,15,1994,7.9,2.3,7.9,2.3,,,0.408,WILLS_1997,0.5 arcsec,
43.31+59.2,09 55 52.04,69 40 45.36,2449671.5,15,1994,37.3,4.5,37.3,4.5,,,0.408,WILLS_1997,0.5 arcsec,
44.51+58.2,09 55 53.23,69 40 44.41,2449671.5,15,1994,1.6,1.5,1.6,1.5,,,0.408,WILLS_1997,0.5 arcsec,
45.17+61.2,09 55 53.88,69 40 47.29,2449671.5,15,1994,18.8,2.1,18.8,2.1,,,0.408,WILLS_1997,0.5 arcsec,
45.42+67.4,09 55 54.14,69 40 53.48,2449671.5,15,1994,7.7,0.8,7.7,0.8,,,0.408,WILLS_1997,0.5 arcsec,
45.48+64.8,09 55 54.20,69 40 50.87,2449671.5,15,1994,2.3,1.3,2.3,1.3,,,0.408,WILLS_1997,0.5 arcsec,
45.74+65.2,09 55 54.45,69 40 51.27,2449671.5,15,1994,8,1.9,8,1.9,,,0.408,WILLS_1997,0.5 arcsec,
45.86+64.0,09 55 54.57,69 40 50.06,2449671.5,15,1994,3.7,1.9,3.7,1.9,,,0.408,WILLS_1997,0.5 arcsec,
46.52+63.9,09 55 55.22,69 40 49.94,2449671.5,15,1994,4.4,1.8,4.4,1.8,,,0.408,WILLS_1997,0.5 arcsec,
46.56+73.8,09 55 55.27,69 40 59.83,2449671.5,15,1994,3.7,0.5,3.7,0.5,,,0.408,WILLS_1997,0.5 arcsec,
46.7+67.1,09 55 55.41,69 40 53.03,2449671.5,15,1994,3.9,1.5,3.9,1.5,,,0.408,WILLS_1997,0.5 arcsec,
47.37+68.0,09 55 56.07,69 40 54.00,2449671.5,15,1994,3.8,0.9,3.8,0.9,,,0.408,WILLS_1997,0.5 arcsec,
41.95+57.5,09 55 50.69,69 40 43.76,2445285.5,0.5,1982,207,10,207,10,,,1.67,UNGER_1984,0.4 arcsec,
43.3+59.0,09 55 52.04,69 40 45.36,2445285.5,0.5,1982,19.5,1,19.5,1,,,1.67,UNGER_1984,0.4 arcsec,
45.2+61.0,09 55 53.88,69 40 47.29,2445285.5,0.5,1982,12.5,1,12.5,1,,,1.67,UNGER_1984,0.4 arcsec,
40.7+55.0,09 55 49.44,69 40 41.26,2445285.5,0.5,1982,10,1,10,1,,,1.67,UNGER_1984,0.4 arcsec,
44.0+60,09 55 52.74,69 40 45.73,2445285.5,0.5,1982,9.5,1,9.5,1,,,1.67,UNGER_1984,0.4 arcsec,
43.2+58.0,09 55 51.91,69 40 44.46,2445285.5,0.5,1982,8.5,1,8.5,1,,,1.67,UNGER_1984,0.4 arcsec,
45.3+65.0,09 56 07.52,69 40 50.87,2445285.5,0.5,1982,5,1,5,1,,,1.67,UNGER_1984,0.4 arcsec,
39.1+57.0,09 55 47.88,69 40 43.72,2445285.5,0.5,1982,4,1,4,1,,,1.67,UNGER_1984,0.4 arcsec,
46.6+64.0,09 55 55.22,69 40 49.94,2445285.5,0.5,1982,3.5,1,3.5,1,,,1.67,UNGER_1984,0.4 arcsec,
45.4+67.0,09 55 54.14,69 40 53.48,2445285.5,0.5,1982,3.5,1,3.5,1,,,1.67,UNGER_1984,0.4 arcsec,
46.7+67.1,09 55 55.41,69 40 53.03,2445285.5,0.5,1982,3,1,3,1,,,1.67,UNGER_1984,0.4 arcsec,
44.3+59.0,09 55 52.04,69 40 45.36,2445285.5,0.5,1982,3,1,3,1,,,1.67,UNGER_1984,0.4 arcsec,
41.3+60.0,09 55 50.07,69 40 45.83,2445285.5,0.5,1982,3,1,3,1,,,1.67,UNGER_1984,0.4 arcsec,
45.5+65.0,09 55 54.20,69 40 50.87,2445285.5,0.5,1982,3,1,3,1,,,1.67,UNGER_1984,0.4 arcsec,
45.8+65.0,09 55 54.45,69 40 51.27,2445285.5,0.5,1982,2.5,1,2.5,1,,,1.67,UNGER_1984,0.4 arcsec,
44.5+58.0,09 56 03.75,69 40 44.01,2445285.5,0.5,1982,2.5,1,2.5,1,,,1.67,UNGER_1984,0.4 arcsec,
42.1+59.0,09 55 51.49,69 40 45.34,2445285.5,0.5,1982,2.5,1,2.5,1,,,1.67,UNGER_1984,0.4 arcsec,
45.4+67.0,09 55 54.14,69 40 53.48,2445285.5,0.5,1982,2,1,2,1,,,1.67,UNGER_1984,0.4 arcsec,
47.7+61.0,09 56 19.87,69 40 46.39,2445285.5,0.5,1982,2,1,2,1,,,1.67,UNGER_1984,0.4 arcsec,
41.95+57.5,09 55 50.69,69 40 43.76,2444873.5,0.5,1981,212,20,212,20,,,1.67,UNGER_1984,0.4 arcsec,
43.3+59.0,09 55 52.04,69 40 45.36,2444873.5,0.5,1981,23,4,23,4,,,0.408,UNGER_1984,0.4 arcsec,
45.2+61.0,09 55 53.88,69 40 47.29,2444873.5,0.5,1981,16,4,16,4,,,0.408,UNGER_1984,0.4 arcsec,
40.7+55.0,09 55 49.44,69 40 41.26,2444873.5,0.5,1981,9,4,9,4,,,0.408,UNGER_1984,0.4 arcsec,
39.1+57.0,09 55 47.88,69 40 43.72,2444873.5,0.5,1981,12,4,12,4,,,0.408,UNGER_1984,0.4 arcsec,
45.8+65.0,09 55 54.45,69 40 51.27,2444873.5,0.5,1981,7,4,7,4,,,0.408,UNGER_1984,0.4 arcsec,
45.4+67.0,09 55 54.14,69 40 53.48,2444873.5,0.5,1981,7,4,7,4,,,0.408,UNGER_1984,0.4 arcsec,
38.76+53.4,09 55 47.53,69 40 39.85,2451586.5,0.5,2000,0.24,0.07,0.24,0.07,,,15,MCDONALD_2002,200 mas,
39.29+54.2,09 55 48.05,69 40 40.56,2451586.5,0.5,2000,1.5,0.2,1.5,0.2,,,15,MCDONALD_2002,200 mas,
39.68+55.6,09 55 48.43,69 40 41.88,2451586.5,0.5,2000,3.2,0.2,3.2,0.2,,,15,MCDONALD_2002,200 mas,
40.62+56.0,09 55 49.35,69 40 42.36,2451586.5,0.5,2000,0.52,0.08,0.52,0.08,,,15,MCDONALD_2002,200 mas,
40.95+58.8,09 55 49.69,69 40 45.11,2451586.5,0.5,2000,2.3,0.3,2.3,0.3,,,15,MCDONALD_2002,200 mas,
40.96+57.9,09 55 49.71,69 40 44.10,2451586.5,0.5,2000,0.58,0.08,0.58,0.08,,,15,MCDONALD_2002,200 mas,
41.17+56.2,09 55 49.93,69 40 42.40,2451586.5,0.5,2000,2.8,0.2,2.8,0.2,,,15,MCDONALD_2002,200 mas,
41.64+57.3,09 55 50.39,69 40 44.16,2451586.5,0.5,2000,1.8,0.2,1.8,0.2,,,15,MCDONALD_2002,200 mas,
42.08+58.4,09 55 50.82,69 40 44.59,2451586.5,0.5,2000,1.7,0.2,1.7,0.2,,,15,MCDONALD_2002,200 mas,
42.48+58.4,09 55 51.22,69 40 44.54,2451586.5,0.5,2000,1,0.2,1,0.2,,,15,MCDONALD_2002,200 mas,
42.56+58.0,09 55 51.30,69 40 44.24,2451586.5,0.5,2000,1.8,0.2,1.8,0.2,,,15,MCDONALD_2002,200 mas,
42.66+56.4,09 55 51.41,69 40 42.58,2451586.5,0.5,2000,0.34,0.07,0.34,0.07,,,15,MCDONALD_2002,200 mas,
42.69+58.2,09 55 51.43,69 40 44.42,2451586.5,0.5,2000,1.8,0.2,1.8,0.2,,,15,MCDONALD_2002,200 mas,
42.82+61.3,09 55 51.55,69 40 47.48,2451586.5,0.5,2000,0.31,0.12,0.31,0.12,,,15,MCDONALD_2002,200 mas,
44.43+61.8,09 55 53.14,69 40 47.84,2451586.5,0.5,2000,0.31,0.09,0.31,0.09,,,15,MCDONALD_2002,200 mas,
44.91+61.1,09 55 53.62,69 40 47.29,2451586.5,0.5,2000,0.39,0.11,0.39,0.11,,,15,MCDONALD_2002,200 mas,
44.93+63.9,09 55 53.65,69 40 50.0,2451586.5,0.5,2000,0.66,0.08,0.66,0.08,,,15,MCDONALD_2002,200 mas,
45.33+64.6,09 55 54.05,69 40 50.71,2451586.5,0.5,2000,0.63,0.11,0.63,0.11,,,15,MCDONALD_2002,200 mas,
45.41+63.7,09 55 54.12,69 40 49.81,2451586.5,0.5,2000,0.48,0.1,0.48,0.1,,,15,MCDONALD_2002,200 mas,
46.17+67.6,09 55 54.88,69 40 53.77,2451586.5,0.5,2000,1.4,0.2,1.4,0.2,,,15,MCDONALD_2002,200 mas,
38.76+53.4,09 55 47.53,69 40 39.85,2451586.5,0.5,2000,0.27,0.06,0.27,0.06,,,15,MCDONALD_2002,85 mas,
39.29+54.2,09 55 48.05,69 40 40.56,2451586.5,0.5,2000,1.3,0.1,1.3,0.1,,,15,MCDONALD_2002,85 mas,
39.68+55.6,09 55 48.43,69 40 41.88,2451586.5,0.5,2000,3.4,0.2,3.4,0.2,,,15,MCDONALD_2002,85 mas,
40.62+56.0,09 55 49.35,69 40 42.36,2451586.5,0.5,2000,0.22,0.05,0.22,0.05,,,15,MCDONALD_2002,85 mas,
40.95+58.8,09 55 49.69,69 40 45.11,2451586.5,0.5,2000,1.4,0.1,1.4,0.1,,,15,MCDONALD_2002,85 mas,
40.96+57.9,09 55 49.71,69 40 44.10,2451586.5,0.5,2000,0.62,0.07,0.62,0.07,,,15,MCDONALD_2002,85 mas,
41.17+56.2,09 55 49.93,69 40 42.40,2451586.5,0.5,2000,1.9,0.2,1.9,0.2,,,15,MCDONALD_2002,85 mas,
41.64+57.3,09 55 50.39,69 40 44.16,2451586.5,0.5,2000,1.6,0.1,1.6,0.1,,,15,MCDONALD_2002,85 mas,
42.08+58.4,09 55 50.82,69 40 44.59,2451586.5,0.5,2000,1.6,0.1,1.6,0.1,,,15,MCDONALD_2002,85 mas,
42.48+58.4,09 55 51.22,69 40 44.54,2451586.5,0.5,2000,0.43,0.08,0.43,0.08,,,15,MCDONALD_2002,85 mas,
42.56+58.0,09 55 51.30,69 40 44.24,2451586.5,0.5,2000,1.5,0.1,1.5,0.1,,,15,MCDONALD_2002,85 mas,
42.66+56.4,09 55 51.41,69 40 42.58,2451586.5,0.5,2000,0.3,0.6,0.3,0.6,,,15,MCDONALD_2002,85 mas,
42.69+58.2,09 55 51.43,69 40 44.42,2451586.5,0.5,2000,1.7,0.2,1.7,0.2,,,15,MCDONALD_2002,85 mas,
42.82+61.3,09 55 51.55,69 40 47.48,2451586.5,0.5,2000,0.41,0.07,0.41,0.07,,,15,MCDONALD_2002,85 mas,
44.43+61.8,09 55 53.14,69 40 47.84,2451586.5,0.5,2000,0.67,0.1,0.67,0.1,,,15,MCDONALD_2002,85 mas,
44.91+61.1,09 55 53.62,69 40 47.29,2451586.5,0.5,2000,0.43,0.07,0.43,0.07,,,15,MCDONALD_2002,85 mas,
44.93+63.9,09 55 53.65,69 40 50.0,2451586.5,0.5,2000,0.5,0.08,0.5,0.08,,,15,MCDONALD_2002,85 mas,
